race,sex,LSAT,UGPA,ZFYA,first_pf
White,2,40,3.5,-0.28,1
White,2,32,3.3,-0.43,1
White,1,33,3.2,-0.5,1
White,2,36.5,3.2,-0.21,1
White,2,36,3,1.15,1
White,1,30.5,3.4,-1.17,0
White,1,34,3.6,1.52,1
Hispanic,1,38,3.7,0.27,1
White,2,40,3.1,1.23,1
White,1,35,3.6,0.53,1
Black,2,19,3,-0.8,0
White,2,36,3.6,-0.06,1
White,2,34,3.1,-1.17,1
White,1,37,3.5,2.29,1
White,2,31,2.7,0.12,1
White,2,34.5,3.1,-0.8,1
White,1,35,3.4,-0.47,1
Black,2,24,3.1,-0.91,1
White,2,35,3.3,-0.43,1
White,2,32,3.7,-1.24,1
White,2,36,3.2,-0.61,1
White,1,31,3.5,0.41,1
Black,2,27,2.9,-1.28,1
Hispanic,1,34,3.4,0.23,1
White,2,39,3,1.81,1
White,1,38,3.3,-0.1,1
White,1,33.5,3.1,-0.95,1
White,2,36,3.2,-0.25,1
White,1,36,3.3,-0.25,1
White,2,32.5,3.8,-1.39,1
White,1,34,3.4,0.08,1
White,2,30,3.8,-0.69,1
White,2,35,3.4,1.89,1
Hispanic,1,42,3.1,2.15,1
White,1,39,2.7,-0.21,1
White,2,35,3.4,-0.36,1
Black,1,26,3,-0.65,1
Puertorican,1,36,3.3,-1.98,1
White,2,36,3.9,-0.25,1
White,1,38,3,-0.69,0
White,1,39,3.3,-0.58,1
White,2,34,3.1,0.64,1
White,2,38,2.7,0.9,1
White,2,34,3.1,-0.25,1
White,1,33,3.7,-0.73,1
White,2,37,3.4,-1.2,1
White,2,40,2.9,0.64,1
White,2,39,3,-0.25,0
White,1,37,3.6,0.78,1
White,2,36.5,3.2,-0.98,1
White,2,42,3.5,2.22,1
White,1,41,3.8,-0.25,1
White,1,34,3.6,0.9,1
White,2,40,3.2,0.71,1
White,2,43,2.6,-1.06,1
Asian,2,28.5,3.3,-0.03,1
White,2,33,3.1,0.2,1
White,2,36,3.1,0.38,1
White,2,36,3.8,1.85,1
White,2,32.5,3.9,0.2,1
Mexican,1,34,3.1,-0.1,1
Black,1,36,2.9,1.67,1
White,1,36,3,-0.69,1
White,1,34,3.4,-1.09,1
White,1,37,3.9,1.93,1
White,1,41,3,-0.73,0
White,2,34,3.7,0.56,1
White,2,36,3.3,-1.09,1
White,1,32,2.8,1.41,1
Black,1,29,3.4,-1.81,0
White,2,38,2,-1.79,1
White,1,41,3.7,0.53,1
Black,2,32,2.4,-1.17,1
White,1,36,3.4,-0.47,1
Black,1,27,3.2,-0.39,1
White,2,42,3.4,-0.5,1
White,1,39,3.5,0.31,1
White,2,37,2.9,0.6,1
White,1,35,3.3,-0.32,1
White,2,34,3.5,1.26,1
White,2,36,3.3,0.27,1
White,2,33,3.5,1.48,1
White,2,39,3,-0.65,1
White,1,33,3.5,-0.54,1
White,2,39,3,-0.14,1
White,1,40,2.5,-0.73,1
Hispanic,2,31,3.3,0.37,1
White,2,32.5,3.3,-0.11,1
Hispanic,2,31,3.6,-0.75,1
White,1,34,3.2,-0.25,1
Hispanic,1,36,3,-0.54,1
White,1,31,3.6,0.62,1
Other,1,29,3,-0.32,1
Hispanic,2,40,3,0.75,1
Black,2,30,2.9,1.45,1
Other,2,29,2.9,-0.98,1
White,1,37,3.4,0.12,1
White,2,36,3.2,0.31,1
White,2,40,2.8,-0.98,1
White,2,37,3,-0.8,1
White,1,35,3.3,0.27,1
White,2,34,3.1,-0.1,1
White,2,40,2.9,-0.32,1
White,2,34,3.1,-0.54,1
White,1,36.5,3.4,-0.8,0
White,2,33,3.3,2.15,1
White,2,40,3.7,1.48,1
Hispanic,2,37,3.2,0.05,1
White,2,41,3.1,1.11,1
White,2,35,3.4,1.08,1
White,1,41,3.2,1.11,1
White,2,35,3.4,0.6,1
White,1,34,3.5,0.48,1
White,1,40,3.4,0.49,1
White,1,34,3.1,-0.54,0
White,1,36,3.4,-0.14,1
Hispanic,2,38,3,-0.47,1
White,1,38,3.1,0.27,1
White,2,34,3.8,-0.69,1
Hispanic,1,32,3.4,0.2,1
White,2,48,2.8,0.2,1
White,2,41,2.9,0.45,1
White,1,33,3.5,1.52,1
White,1,34,3.6,0.6,1
Hispanic,2,37,3.2,0.49,1
White,2,42,3.3,0.05,1
Other,1,38,3.1,0.6,1
White,2,33,3.5,-1.43,1
White,2,42,2.6,0.7,1
White,2,40,3.4,0.38,1
White,2,39,3.1,-0.91,1
Hispanic,1,33,3.8,0.56,0
Hispanic,1,39,3.4,-0.65,1
White,1,35,3.3,-0.69,1
White,2,36,3.2,-0.36,1
White,2,38,3.5,0.78,1
White,2,32,3.2,0.75,1
White,2,36,3.4,0.05,0
White,1,32,3.7,-0.43,1
White,1,36.5,2.2,-0.27,1
White,1,41,2.4,-0.27,1
Hispanic,1,36,3.5,1.44,1
White,2,37,3.4,0.37,1
White,2,37,2.8,0.16,0
Hispanic,1,30,3.2,0.75,1
White,1,32,3.3,0.1,0
White,2,38,2.7,0.21,1
Hispanic,2,35,3,-0.11,1
Hispanic,2,37,3.1,-0.43,1
Black,1,28,2.7,-0.43,0
White,1,34,3.2,-0.16,0
Hispanic,2,34,3.3,-0.86,1
Asian,1,28,3.6,-0.38,1
White,2,45,3.4,1.41,1
White,2,34,3.4,-1.39,1
White,2,42,3.2,0.31,1
White,2,39,2.8,-0.1,1
White,1,44,4,2.85,1
White,1,37,2.8,0.8,1
White,2,41,3.5,0.64,1
White,2,43,3.1,0.82,1
White,1,35,3.6,0.12,1
White,1,40,3.3,1.11,1
White,2,38,3,0.45,1
Hispanic,2,32,2.4,-0.61,1
White,1,42,3.9,2.18,1
White,2,33,3.4,-0.8,1
White,2,34,3.6,1,1
White,2,46,3.5,0.9,1
White,2,32.5,3.7,0.23,1
White,2,40,2.5,0.12,1
White,2,38,3.2,0.45,1
White,2,32,3.5,1.04,1
White,1,38.5,3.8,0.86,1
White,2,36.5,3.4,0.16,1
Black,1,37,3.2,0.64,1
White,2,42,3.2,0.49,1
White,2,47,3,-0.43,1
Hispanic,1,35,3.4,0.12,1
White,1,48,3.4,2.4,1
White,2,42,3,1.74,1
White,2,38,3.1,0.01,1
White,2,35,3,-1.24,1
White,2,38,3.1,-0.47,1
White,2,34,3.1,1.15,1
White,2,38,3,-1.68,0
White,2,42,2.9,-1.17,1
Black,2,32,2.5,-1.87,1
White,2,37,3.2,0.2,1
White,2,32,3.4,-0.28,1
White,1,39,3.9,0.93,1
White,1,37,3.2,0.12,1
White,1,45,3.2,1.15,1
White,1,35,3.3,-0.5,1
White,2,43,2.7,0.75,1
White,1,32,3.6,-0.61,1
White,1,31,3.3,0.05,1
White,2,39,4,0.48,1
White,2,29,3.5,0.1,1
White,2,37,3.1,2.14,1
Hispanic,1,32,3.6,-0.21,1
White,2,42,2.9,0.23,1
White,1,42,3,1.08,1
White,1,37,2.9,-0.61,1
White,2,37,3.5,-0.17,1
White,2,39,2.9,-0.76,1
White,1,28,3.7,0.38,0
Asian,2,35,2.7,-0.32,1
White,2,37,3.1,1.37,1
Hispanic,2,41,2.6,-0.27,1
White,2,32,3.2,1.23,1
White,2,34,3.8,-0.16,0
Black,1,26,2.3,-0.33,1
White,2,40,3.5,1.18,1
Black,1,21,3.9,-1.09,1
White,2,39,3,-0.32,1
White,2,39,3,0.93,1
White,2,44,2,1.04,1
White,2,31,3.7,0.01,1
White,1,34,3.2,0.23,1
White,2,39,2.9,0.49,1
White,2,34,3.6,-0.28,1
White,2,35,3.2,1.37,1
White,2,41,2.9,-0.03,1
White,2,34,3.1,-0.32,1
White,1,35,3.4,0.9,1
Asian,1,39,3.2,-0.76,0
White,2,41,3.6,1.52,1
White,1,39,3.2,-0.17,1
White,2,37,3.2,-0.17,1
White,2,40,3,0.05,1
White,2,36,3.6,0.05,1
White,2,33,3.3,-0.54,1
White,2,44,3.2,0.71,1
White,1,34,3.4,0.41,1
White,2,41,3.6,1.81,1
White,1,34,3.6,0.67,1
Hispanic,1,40,3.7,2.26,1
White,1,37,3,-1.13,0
White,2,38,2.8,-0.1,1
White,1,32,3.6,-0.03,1
Black,1,36,2.2,-1.57,1
White,1,39,2.9,-0.76,1
White,1,36.5,3.2,0.9,1
White,1,34,3.1,-0.39,1
White,1,38,3.7,1.26,1
White,2,27.5,2.8,0.25,1
White,2,33,3,-0.37,1
White,2,37,2.6,1.16,1
White,2,29,2.6,0.05,1
White,1,29,3.2,0.74,1
White,1,35,2.6,1.47,1
White,2,34,2.7,0.59,1
White,2,30,2.6,0.01,1
White,2,34,3,0.67,1
Black,2,35,3.4,2.05,1
White,2,29,3.4,-0.97,0
White,1,26.5,3.3,-0.75,1
White,2,30,3.2,-0.48,0
White,2,38,2.9,1.1,1
White,2,33,2.3,0.14,0
White,1,30.5,2.9,-1.1,1
White,2,34.5,2.6,-1.13,1
White,2,33,2.7,0.16,1
White,1,29,3.5,-0.28,0
White,1,32,3,0.25,1
Black,2,20,3.1,-1.1,0
White,2,27.3,3.5,-1.13,1
White,2,35,3.2,1.16,1
White,2,30,2.9,0.32,1
White,1,25,3.1,-0.95,0
White,2,31,2.7,0.25,1
White,1,28.5,3.7,-0.48,1
White,2,29,3.1,-0.64,1
White,2,31,3.1,-0.52,1
White,2,31,3.1,0.27,1
White,1,28,3.1,-0.21,1
White,1,40,2.9,-0.64,0
White,1,45,3.1,2.23,0
White,2,35,2.6,0.41,1
White,2,30,3.1,0.16,1
Asian,1,32,3,-1.37,0
White,1,32,2.6,-1.1,0
White,1,26,3.5,-0.68,0
White,2,35,2.7,0.14,1
White,1,32,2.8,-1.53,1
White,2,30.5,2.6,-0.1,1
White,2,32,3.2,-0.26,1
White,1,29,2.7,-0.1,1
White,1,29,3.4,-1.13,0
White,1,28.5,2.9,0.41,1
White,2,39,2.5,0.83,0
White,2,35,2.4,0.59,1
White,1,29,3.1,0.01,1
White,2,30,3,-0.79,1
White,2,29,3.5,0.01,1
White,2,29,2.5,0.32,1
White,2,32,3.6,2.07,1
White,1,42,3.5,2.07,1
White,2,37,2.6,-0.48,1
White,1,28.5,2.9,-0.28,0
White,2,38,2.3,0.47,1
White,2,27.5,2.4,-0.1,1
White,2,36,2.4,0.05,0
White,2,31,2.8,-0.64,0
White,2,31,3,1.05,1
White,1,27.5,3.2,1.52,1
Black,2,26,3.1,-0.84,0
White,2,35,3.1,0.74,1
White,2,30,3.1,2.12,1
White,2,28,3.1,0.83,0
White,2,29.5,3.6,1.63,1
White,2,34,2.6,1.16,1
White,2,29,2.9,-0.28,1
White,2,28,3.6,-1.01,0
White,2,31,3.1,-0.37,1
White,1,29.3,3.1,-0.95,1
White,2,36,2.5,-1.13,1
White,2,27.5,3.1,-0.41,1
White,2,28.5,2.5,-1.44,0
White,2,28.5,3.1,-0.41,1
White,2,20,3.1,-0.95,0
White,1,29,2.7,-0.33,1
White,1,32.5,3,-0.28,1
White,2,31,3.4,-0.7,1
White,2,35,2.6,1.85,0
White,1,32.5,2.7,-0.17,0
White,1,30,2.9,-0.06,0
Black,1,17,3.3,-0.44,0
White,2,32,3.5,1.32,1
White,2,42,3.8,0.7,1
White,1,27,3.2,-0.21,1
White,2,40,4,1.05,1
White,2,28.7,3.3,0.43,1
White,2,30,2.6,-0.41,1
White,1,26,3.6,0.7,1
White,1,30.5,3.7,-0.33,1
Amerindian,2,32.5,2.5,-1.1,1
White,2,36,2.5,-0.21,0
White,2,33,2.6,-0.1,1
White,2,28,2.7,-0.79,1
Black,2,31,3.6,-0.26,1
White,1,25,3.7,0.79,0
White,2,28,3.3,0.59,1
White,2,42,3.4,1.43,1
White,2,32,2.8,0.21,0
White,2,31,2.7,-0.1,1
Black,1,29,2.3,-0.97,1
White,2,28,3.2,0.74,1
White,2,34,2.9,0.74,1
White,1,35,2.6,-0.37,0
White,2,26,3.5,0.43,1
White,2,34.3,2.8,-0.21,0
White,2,29,2.4,0.1,1
White,1,34,3.7,2.39,1
White,1,34,2.5,0.85,1
White,2,33,3.5,1.21,1
White,2,31,3.3,0.47,1
White,2,33,3,0.7,1
White,2,34,3.1,0.36,1
White,2,29.5,3.1,0.1,1
White,1,37,3.7,2.39,1
White,2,30,2.8,0.25,1
White,1,27,4,0.52,1
White,2,28.3,3.1,0.32,1
White,2,36,2.7,0.21,0
White,2,48,3.7,1.82,1
White,1,46,3.8,-0.25,1
White,2,48,3.7,-1.36,1
Black,1,44,3.3,-2.1,1
White,1,48,3.7,1.47,1
White,1,48,3.9,1.25,1
White,1,45,4,0.43,1
White,2,47,4,1.12,1
Black,1,39,3.4,-0.75,1
White,2,47,3.9,1.94,1
White,1,48,3.8,-0.5,0
White,2,48,3.7,0.89,1
Black,1,28,3.8,-2.35,1
White,2,45,3.9,-0.85,1
Black,2,33,3.2,-1.24,1
White,2,40,3.8,-0.38,1
White,2,46,3.9,0.55,1
White,2,44,3.8,1.59,1
White,2,42,4,-1.08,1
Black,1,38,3.6,-2.01,1
White,1,44,3.9,1.47,1
White,1,43,3.7,-0.25,1
White,1,43,4,-0.47,1
White,2,45,3.8,-0.3,1
White,2,46,3.8,0.53,1
Asian,1,47,3.7,-0.47,1
Asian,1,43,4,-2.35,1
Mexican,2,44,3.7,-1.36,1
Black,1,43,3.3,-1.13,1
White,2,47,3.8,2.08,1
White,1,48,3.7,-0.15,1
White,2,46,3.8,-0.47,1
White,2,47,3.9,-0.38,1
White,1,44,3.7,0.86,1
White,1,42,3.9,-1.52,1
Black,1,32,3.6,-0.47,1
White,1,44,3.8,1.03,1
White,1,46,3.9,0.43,1
White,2,47,3.8,0.09,1
White,1,44,3.7,0.55,1
White,2,48,3.9,-0.03,1
White,2,42,4,0.14,1
White,2,48,3.9,-0.73,1
Asian,1,44,3.7,-0.19,1
White,2,44,3.7,1.01,1
Hispanic,2,43,3.7,-1.13,1
Asian,1,48,3.7,0.2,1
Asian,2,48,3.9,0.89,1
Hispanic,2,45,3.9,-1.8,1
White,2,48,3.9,0.08,1
White,2,47,4,0.66,1
White,1,44,3.7,-0.14,1
White,2,48,3.9,1.94,1
White,2,44,3.7,-0.03,1
White,2,47,3.9,0.31,1
Black,1,40,2.9,-0.91,1
White,2,48,3.8,1.36,1
White,1,47,3.7,-0.5,1
White,1,42,3.8,-0.96,1
White,2,48,3.9,-0.25,1
Asian,2,48,3.9,1.75,1
Asian,2,46,3.8,-1.24,1
White,1,45,3.8,0.2,1
White,2,45,3.9,-0.61,1
White,2,45,3.7,-0.19,1
White,1,45,3.9,-0.61,1
Hispanic,2,46,4,0.2,1
White,2,47,3.7,0.36,1
White,1,46,3.7,0.75,1
White,2,48,3.8,-0.61,1
White,2,48,3.5,0.55,1
White,2,45,3.8,0.31,1
White,2,45.5,3.9,0.55,1
White,2,44,4,-0.15,1
White,2,45,3.9,0.14,1
White,1,45,3.8,0.47,1
White,2,48,4,1.94,1
White,2,47,3.9,0.7,1
White,1,46,3.9,0.86,1
White,1,45,3.7,0.2,1
White,1,48,3.6,0.14,1
Asian,2,44,3.6,0.08,1
White,2,44,3.8,0.55,1
Asian,1,44,3.9,-0.61,1
White,1,43,3.9,-0.38,1
White,1,48,3.8,0.47,1
White,1,48,3.9,1.08,1
White,1,45,3.8,-0.15,1
White,2,47,4,-0.8,1
White,2,48,4,0.14,1
White,2,46,4,-1.08,1
White,2,42,3.7,1.7,1
White,1,40,3.9,-1.08,1
White,1,48,4.1,-0.96,1
White,2,47,4,1.24,1
Black,1,33.5,3.3,-1.89,0
White,2,43,4,2.17,1
Asian,1,47,3.6,1.25,1
Other,1,48,3.5,-0.03,1
White,2,46,3.8,-0.97,1
White,2,47,3.6,-1.08,1
White,2,46,3.9,1.31,1
White,1,42,4,0.14,1
White,2,46,3.7,-0.25,1
White,2,43,3.9,0.08,1
White,1,47,4,0.2,1
White,2,44,3.8,0.89,1
White,1,43,3.9,0.2,1
White,2,48,3.9,2.28,1
White,1,36,2.9,-0.5,1
Black,2,29.5,3.7,-1.77,1
White,2,48,3.7,0.75,1
White,2,48,3.9,-0.15,1
Black,1,45,3.6,-0.08,1
White,1,44,4,-0.73,1
White,2,47,4,1.47,1
Asian,2,45,3.6,-0.58,1
White,1,48,4,0.25,1
White,1,44,3.5,-0.27,1
White,1,45,4,0.42,1
White,2,44,3.7,0.08,1
White,2,48,4,1.64,1
White,1,39.3,3.7,-0.78,1
White,1,40,3.5,-0.63,1
White,2,47,3.4,-1.16,1
White,1,42,3.8,0.62,1
White,1,48,3.1,-0.43,1
Asian,1,36,3.5,-2.86,0
White,1,45,3.5,0.84,1
White,1,45,3.2,0.39,1
Mexican,2,40,2.7,-0.21,0
Hispanic,2,36,3.4,-2.16,1
White,2,46,3.2,0.17,1
White,1,42,3.6,1.12,1
White,2,47,3.1,2.24,1
Asian,1,41,3.3,1.39,1
Asian,1,43,3.5,-0.86,1
Black,1,36,3.3,0.04,1
Asian,1,42,3.3,-0.11,1
White,1,38,3.7,-1.03,1
Asian,1,38,3.3,-0.98,1
White,1,40,3.6,0.87,1
White,2,44,3.4,-0.51,1
White,1,44,4,-0.38,1
White,1,44,3.6,-0.36,1
Other,2,39,3.8,-0.23,1
White,1,40,3.5,0.12,1
White,1,42,3.8,-0.08,1
White,2,45,3,0.54,1
White,2,42,3.4,0.64,1
White,2,41,3.6,0.54,1
White,1,42,3.9,0.32,1
Asian,1,37,3.7,-1.21,1
White,2,43,3.7,-0.73,1
Other,2,39,4,-1.86,1
White,1,44,3.3,0.44,1
Asian,1,44,3.1,-1.66,1
White,2,48,3.4,1.04,1
White,1,40,4,0.24,1
Asian,2,41,3.6,0.17,1
White,2,42,3.5,-0.86,0
Other,2,44,3.2,0.47,1
White,2,42,3.4,-0.58,1
Black,2,40,2.5,-0.78,1
White,2,43,3.4,-1.33,1
White,2,43,3.2,1.32,1
White,2,42,3.6,-0.41,1
Asian,1,43,3.2,-0.26,1
White,1,41,3.5,1.22,1
White,1,36,4,0.22,1
Hispanic,1,40,3.6,-0.01,1
Amerindian,2,40,2.7,-0.46,1
Other,2,38,3.7,-0.51,1
White,2,42,3.3,1.04,1
White,1,40,3.7,0.29,1
White,1,40,4,0.59,1
Hispanic,2,40,3.1,-1.03,1
White,1,40,3.4,-0.18,1
White,2,42,3.6,1.14,1
Other,1,42,3.1,-0.33,1
White,2,42,3.7,1.14,1
Asian,2,46,3.2,0.42,1
White,2,45,3.3,-1.28,1
Black,2,32.5,3.3,-1.98,0
Black,1,38,3.6,-0.56,1
White,2,46,3.4,-0.03,1
White,1,42,3.3,-0.41,1
White,1,43,3.5,0.64,1
White,1,45,3.7,1.59,1
White,2,43,3.6,1.57,1
Asian,1,39,3.1,-0.13,1
White,1,42,3,0.17,1
Asian,2,38,3.3,-0.16,1
White,1,36,3.5,0.09,1
Asian,1,42,3.3,0.54,1
White,2,45,3.3,0.27,1
White,1,42,3.4,0.62,1
White,2,43,3,-0.71,0
Other,1,48,3.2,0.87,1
White,1,46,3.3,0.67,1
White,1,42,3.7,1.22,1
White,1,40,3.4,1.44,1
Asian,2,42,3,-2.16,0
White,2,44,3.1,-0.46,1
White,1,48,2.9,0.69,1
White,1,44,3,-0.06,1
White,2,44,3.4,0.77,1
White,1,42,3.7,0.87,1
White,2,42,3.5,2.42,1
White,2,42,3.4,-1.26,1
Mexican,2,37,2.9,-0.18,1
White,2,41,3.8,0.97,1
White,1,35,3.6,-0.43,1
White,2,38,3.8,0.74,1
Asian,1,41,3.2,0.24,1
White,2,46,3.3,1.42,1
White,2,46,3.3,0.07,1
White,2,39,3.8,-0.11,1
White,1,42,3.3,-0.08,1
White,2,46,3.1,0.47,1
White,2,48,3,0.62,1
White,1,42,3.4,-1.13,1
White,1,41,3.6,0.79,1
White,2,40,3.6,0.72,1
Black,1,40.5,3,-0.48,1
Asian,2,40,3.6,0.29,1
Black,1,38,2.7,-1.88,1
Mexican,2,37,3,0.52,1
Amerindian,2,35,2.9,-0.41,1
White,1,38,3.6,-0.41,1
White,1,42.5,3.1,-1.48,1
Other,2,43,3.2,0.49,1
White,1,48,3.2,0.72,1
White,1,45,3.5,1.14,1
White,2,48,2.8,1.04,1
Mexican,1,36,3.3,-0.53,1
Other,2,39.5,3.4,0.59,1
White,2,39,3.8,-1.58,1
Hispanic,2,34,3.4,-1.98,0
White,1,47,3.3,0.17,1
White,1,40,3.4,0.14,1
White,1,41,3.9,0.89,1
White,1,45,3.4,0.09,1
White,2,42,3.7,1.32,1
Puertorican,2,41,3.1,-1.16,1
White,2,47,3.7,0.64,1
Mexican,2,46,2.7,1.14,1
White,2,41,3.5,0.44,1
White,2,40,3.6,-0.16,0
Mexican,1,42,3.2,1.39,1
Asian,1,29,3.4,-0.63,0
White,2,45,3.4,-0.31,1
Asian,2,35,3,0.78,1
White,2,32.3,3.3,0.27,1
White,1,34,3.3,-0.54,1
White,2,35,2.8,-0.71,1
White,2,36,3.3,0.28,1
Hispanic,1,29,3,-0.29,1
White,1,38,3.1,0.65,1
White,2,31.5,3.6,-0.73,1
White,1,35,3.3,-1.16,1
White,2,35,3.7,0.94,1
White,1,40,3,0.69,1
White,1,31,3.9,0.12,1
White,2,38,3.1,0.69,1
White,2,32,3.4,0.2,0
White,1,36,3,-0.91,1
White,1,30,3.2,0.24,1
White,1,41,3,2.06,1
White,2,33,3.3,-1.74,1
White,2,34.5,3.3,0.2,1
White,2,30.5,3.5,-1.99,1
White,2,35,3.1,0.16,1
White,1,34,3.4,-1.41,1
White,2,37,3.2,0.2,1
White,2,35,3.5,-0.42,1
White,1,42,3.5,-0.42,1
White,2,35,2.8,-0.58,1
White,2,38,3.3,-0.32,1
White,2,33,3.6,0.08,1
White,1,39,3.3,0.82,1
White,1,41,3.4,1.93,1
White,2,35,3.1,-1.45,1
White,1,37,2.8,-0.5,1
White,1,35,3.1,0.45,1
White,2,32.5,3.6,-0.21,1
White,1,36,3.1,-1.28,1
White,1,34.5,3.2,0.82,1
White,1,36,3.4,-1.41,1
White,2,33,3.2,0.08,1
White,2,36,3.4,0.32,1
Amerindian,2,33,3.3,-0.54,1
White,1,34,3.3,-0.46,1
White,2,33.5,3.1,-1.57,1
White,2,35,3.6,0.41,0
White,2,34,3.4,-1.28,1
White,1,36,2.9,-1.94,0
White,2,36,3.7,0.36,1
White,2,38,3,-2.03,0
White,2,26.5,2.4,-2.31,0
White,2,36,3.2,0.2,1
White,2,35.3,3.1,-1.61,1
White,1,33,3.5,-0.05,0
White,2,35,3,0.45,1
White,2,33,3.1,-0.05,1
White,1,39,3.5,0.39,1
White,2,38,2.6,-0.62,1
White,1,38,3.2,-0.01,1
White,2,36,2.9,0.46,1
White,2,37,3.4,1.11,1
White,2,40,2.4,0.1,1
White,2,35,3.6,0.93,1
White,1,35,2.8,-0.55,1
Black,1,25,2.5,-1.13,1
White,2,31,2.8,0.68,1
White,2,32,2.1,-0.55,0
White,2,38,3.1,-0.34,1
White,2,38,3.3,2.16,1
White,2,46,2.9,0.79,1
White,1,42,3.9,0.61,1
White,1,36,3.4,-0.08,1
White,1,34,3.8,0.68,1
White,1,33,3.5,0.32,1
White,2,39,3.2,0.35,1
White,2,36,2.9,-0.12,1
White,2,42,3.5,0.79,1
White,1,36,3.4,0.82,1
White,1,38,3,0.14,1
Black,1,25,2.4,-2.29,1
White,2,36,3.7,0.82,1
White,2,42,3.8,1.8,1
White,2,32,3.4,0.93,1
White,2,36,2.6,1.01,0
White,2,36,3.2,-0.92,1
White,2,40,2.7,0.61,1
White,2,29,2.9,0.46,1
Asian,2,33,3.1,0.28,1
White,2,36,3,0.39,1
White,1,38,3.6,0.35,1
White,1,34,2.4,-0.05,1
White,1,39,3.4,0.75,1
White,2,40,3,0.57,1
White,1,41,2.7,-0.26,1
White,2,32.5,3.5,0.28,1
White,2,28,2.3,-1.13,1
Black,1,28,3.9,-0.37,1
Asian,2,28.5,2.4,-0.84,0
White,1,36,3,-0.41,1
Hispanic,1,35,3.7,1.4,1
White,2,38,2.5,-0.84,1
White,2,38,3.1,-0.08,1
White,2,40,2.9,0.9,1
White,2,37,2.8,-0.66,1
White,1,34,3.5,0.17,1
White,1,42,3.2,0.82,1
White,1,42,3.5,1.95,1
White,2,36,2.5,-1.39,1
White,2,42,3.2,0.97,1
White,1,38,3.6,1.22,1
White,1,44,3.1,1.91,1
White,1,29,3,-1.13,1
White,2,31,3.2,-0.66,1
Black,1,41,2.6,-0.37,1
White,1,33.5,3,-0.26,1
White,2,35,3.2,0.46,1
White,1,31,3.9,1.37,1
White,2,35,2.4,-0.95,1
White,2,40,3.6,1.01,1
White,2,39,2.9,0.64,1
White,1,32,3.4,0.32,1
White,1,43,1.9,0.75,1
White,2,37,3.2,1.15,1
Hispanic,2,24.7,2.1,-1.82,0
White,1,33,3,-1.02,1
White,2,35,3.3,2.16,1
White,2,33,3.1,0.14,1
White,2,35,3.1,-0.26,1
White,1,31,3.2,-0.12,1
White,1,32,3.4,-0.71,1
White,2,40,2.6,-0.3,1
White,1,41,3.1,0.86,1
White,1,33,3.3,-0.19,0
White,1,38,3.2,0.93,1
White,2,35,3.4,0.39,0
White,2,31,3.2,1.55,1
White,2,39,2.6,0.43,1
White,2,47,2.4,1.91,1
White,2,42,2.4,-0.44,1
White,1,38,3.6,0.71,1
White,2,40,3,1.11,1
White,2,41,2.8,-0.95,1
White,1,36,3.6,-0.08,1
White,1,30,4,0.71,1
White,2,37,3,-1.21,1
White,2,36,3.2,0.68,1
White,2,36,2.7,1.01,1
White,2,43,4,0.64,1
White,2,39,3.1,1.01,1
Black,1,37,3.9,0.61,1
White,2,28,3.5,0.35,1
White,2,33,3.1,-0.66,1
White,1,37,3.5,-0.05,1
White,2,39,2.6,-1.06,1
White,2,39,2.9,-0.29,1
White,2,38,2.8,-0.81,1
White,1,31.5,3,-0.88,1
White,2,40,3.1,-0.16,1
White,1,33.5,3.5,0.5,1
White,1,38,3.5,1.4,1
Asian,1,28,2.5,-0.59,1
White,2,33.5,3.2,-0.08,1
White,2,36,2.9,0.43,1
White,2,38,2.3,0.14,1
White,2,36,2.3,-0.47,1
White,1,38,3.7,0.68,1
White,2,42,3.9,1.28,1
White,2,37,2.7,1.89,1
White,2,36.5,3,0.62,1
White,2,41,2.9,0.14,1
White,2,35,3.6,0.14,1
White,2,39,2.4,-0.41,1
White,2,42,2.4,0.32,1
White,2,35,3.1,0.68,1
White,1,41,2.4,1.46,1
White,1,38,3.1,1.46,1
White,1,33,3.9,-0.35,1
White,2,38,3.1,0.44,1
White,1,33,4,1.46,1
White,1,38,3,-0.62,1
White,2,38,3.8,1.69,1
White,1,33,3.2,0.21,1
White,2,33,3,1.37,1
Hispanic,2,26,2.7,-0.84,0
Mexican,1,35,2.6,-0.48,1
White,1,38,2.7,0.17,1
White,2,34.5,3.1,-0.19,1
White,2,39,2.4,-1.13,0
White,1,38,3,-0.73,1
White,2,39,3.2,1.3,1
White,2,37,3.4,0.56,1
Black,1,27,2.5,-1.35,1
White,1,31.5,3.3,-1.62,1
White,2,25.5,2.1,-0.77,1
White,2,33,3.2,-0.71,0
White,2,36,3.8,0.44,1
White,1,34,2.7,-1.92,0
Asian,2,25,2.4,-1.41,1
White,1,32,3,-0.53,1
White,1,39,3.7,0.26,1
White,2,34,2.6,0.26,1
White,2,36,2.1,-1.44,1
Black,1,24,3,-1.62,0
White,2,34,2.9,-0.37,1
White,2,27.5,3.4,0.82,1
Black,1,26,2.5,-1.24,0
White,1,35,3,0.21,1
White,2,38,3.5,0.71,1
White,1,40,2.8,-0.59,0
Black,1,23,2.9,-0.81,1
White,1,28,2.6,-1.49,1
White,2,38,2.4,1.26,1
White,2,35,2.9,-1.1,1
White,1,34,3.5,-0.26,1
White,2,36,3.4,-0.26,1
White,1,32,3,-0.41,0
White,1,36,3.3,0.06,1
White,1,39,3.4,0.61,1
